city_ascii,lat,lng,iso2,population
Weatherford,35.5385,-98.6872,US,11844
Holdenville,35.0836,-96.4004,US,5676
Woodward,36.4246,-99.4059,US,11807
Cushing,35.9797,-96.7603,US,6716
Vinita,36.6364,-95.177,US,5813
Bartlesville,36.7356,-95.9451,US,39848
Scottsdale,33.6872,-111.865,US,246645
Flagstaff,35.1867,-111.6175,US,78065
Nogales,31.3624,-110.9336,US,30771
Tolleson,33.4484,-112.2561,US,7178
Oro Valley,32.4226,-110.9767,US,43781
El Mirage,33.5906,-112.3271,US,35043
Guadalupe,33.3665,-111.9633,US,6336
Queen Creek,33.2392,-111.6397,US,35524
Buckeye,33.4318,-112.643,US,64629
Show Low,34.2677,-110.0387,US,10835
Coolidge,32.9595,-111.5285,US,11568
Phoenix,33.5722,-112.0891,US,4054083
Marana,32.4355,-111.1558,US,43474
Maricopa,33.0447,-112.0164,US,45666
Sedona,34.8574,-111.7951,US,7008
Avondale,33.3858,-112.3236,US,214235
Tucson,32.1558,-110.8777,US,860333
Eloy,32.7464,-111.5994,US,17442
Gilbert,33.3103,-111.7463,US,237133
Prescott Valley,34.5983,-112.3178,US,94154
Mesa,33.4016,-111.718,US,484587
Cave Creek,33.8513,-111.9801,US,5476
Douglas,31.3602,-109.5394,US,16885
Safford,32.8318,-109.7006,US,19228
Apache Junction,33.3982,-111.5349,US,39954
Prescott,34.5799,-112.4476,US,42513
Bisbee,31.4126,-109.9179,US,5189
Cottonwood,34.7194,-112.0014,US,11990
Sierra Vista,31.5631,-110.3153,US,51927
Bullhead City,35.1205,-114.546,US,49184
Casa Grande,32.907,-111.7623,US,57635
Winslow,35.0253,-110.7098,US,9864
Snowflake,34.5223,-110.0914,US,6473
Yuma,32.599,-114.5489,US,137936
Sahuarita,31.9328,-110.9654,US,46385
Somerton,32.6009,-114.699,US,17800
Chino Valley,34.7593,-112.4107,US,11214
Chandler,33.2828,-111.8517,US,247477
Youngtown,33.5846,-112.3048,US,6759
Fountain Hills,33.6072,-111.7398,US,24482
Glendale,33.5797,-112.2246,US,245895
Eagar,34.1058,-109.2956,US,6222
Surprise,33.6802,-112.4525,US,132677
South Tucson,32.1955,-110.9691,US,5645
Litchfield Park,33.5024,-112.3586,US,5766
Globe,33.3869,-110.7515,US,13234
Lake Havasu City,34.5006,-114.3115,US,54662
Colorado City,36.9774,-112.983,US,8227
Goodyear,33.2613,-112.3622,US,77258
Peoria,33.7844,-112.2989,US,164173
Camp Verde,34.5699,-111.8573,US,11238
Kingman,35.2168,-114.0167,US,43548
Thatcher,32.8317,-109.7594,US,5027
Florence,33.0631,-111.4272,US,16744
San Luis,32.4922,-114.7105,US,30366
Tempe,33.3881,-111.9318,US,182498
Paradise Valley,33.5435,-111.9595,US,14355
Payson,34.2432,-111.3195,US,14372
Page,36.9425,-111.5071,US,6989
Clifton,33.0249,-109.2883,US,5084
Nampa,43.5833,-116.5641,US,169761
Pocatello,42.8716,-112.466,US,70445
Post Falls,47.7202,-116.9396,US,31865
Hailey,43.5132,-114.301,US,10791
Boise,43.5991,-116.2306,US,379410
Eagle,43.7231,-116.3856,US,24785
Rexburg,43.8221,-111.7926,US,29738
Rigby,43.6735,-111.9129,US,8987
Fruitland,44.0204,-116.9223,US,5136
Rathdrum,47.7992,-116.8911,US,7587
Ammon,43.4748,-111.9559,US,15252
Middleton,43.7124,-116.6143,US,7168
Payette,44.079,-116.9256,US,7414
Rupert,42.619,-113.6739,US,6642
Kuna,43.4849,-116.3993,US,17930
Jerome,42.7185,-114.5156,US,11319
Burley,42.5371,-113.7933,US,16160
Twin Falls,42.5631,-114.4637,US,53412
Garden City,43.6527,-116.2746,US,11602
Sandpoint,48.2811,-116.5599,US,11751
Mountain Home,43.1328,-115.6965,US,16105
Hayden,47.7685,-116.801,US,14344
Caldwell,43.6458,-116.6595,US,53149
Blackfoot,43.1939,-112.3457,US,15340
Moscow,46.7306,-116.9989,US,25758
Star,43.7019,-116.4939,US,8313
Coeur d'Alene,47.7041,-116.7928,US,112088
Lewiston,46.3936,-116.9935,US,53520
Chubbuck,42.9226,-112.4699,US,14644
Idaho Falls,43.4878,-112.0359,US,96166
Meridian,43.6182,-116.398,US,95623
Emmett,43.8686,-116.4889,US,9416
Weiser,44.2566,-116.9696,US,5546
Torrington,41.8349,-73.1282,US,40710
New London,41.3502,-72.1023,US,26984
Waterbury,41.5583,-73.0361,US,190855
Shelton,41.306,-73.1383,US,41334
New Britain,41.6758,-72.7862,US,72558
Groton,41.339,-72.0727,US,9134
City of Milford (balance),41.2253,-73.0624,US,52536
Naugatuck,41.489,-73.0518,US,31392
Jewett City,41.607,-71.9807,US,9883
Bridgeport,41.1909,-73.1958,US,934289
Norwalk,41.1144,-73.4215,US,88438
Middletown,41.5476,-72.6549,US,46544
Meriden,41.5367,-72.7943,US,59622
Danbury,41.4016,-73.471,US,176649
Ansonia,41.3443,-73.0689,US,18732
West Haven,41.2738,-72.9669,US,54516
Hartford,41.7661,-72.6834,US,913587
Bristol,41.6812,-72.9407,US,60147
Derby,41.3265,-73.0833,US,12631
New Haven,41.3112,-72.9245,US,563460
Norwich,41.5495,-72.0882,US,204360
Stamford,41.1035,-73.5583,US,129113
Presque Isle,46.6868,-67.9874,US,5713
Biddeford,43.4674,-70.4512,US,21362
Saco,43.539,-70.4624,US,19213
Old Town,44.9491,-68.7249,US,7518
Sanford,43.4244,-70.7573,US,29139
Auburn,44.085,-70.2492,US,22948
South Portland,43.631,-70.2895,US,25577
Waterville,44.544,-69.6626,US,26806
Rockland,44.1274,-69.1369,US,8633
Caribou,46.8662,-67.9919,US,7736
Gardiner,44.191,-69.7921,US,5620
Westbrook,43.6955,-70.3538,US,18402
Lewiston,44.0915,-70.1681,US,58664
Bath,43.9346,-69.8346,US,8303
Bangor,44.8322,-68.7906,US,59259
Augusta,44.3341,-69.7319,US,21876
Brewer,44.7835,-68.7352,US,9107
Portland,43.6772,-70.2713,US,206193
Ellsworth,44.5847,-68.4875,US,7911
Easton,38.776,-76.0702,US,17781
Frostburg,39.6507,-78.9271,US,8676
Mount Rainier,38.9426,-76.9645,US,8455
Ocean City,38.3989,-75.0715,US,6999
Hyattsville,38.9612,-76.9548,US,18449
Thurmont,39.6205,-77.4074,US,7252
Cambridge,38.5519,-76.0788,US,14418
Annapolis,38.9705,-76.5047,US,39418
Salisbury,38.3755,-75.5883,US,107026
Hampstead,39.6109,-76.8552,US,6355
Brunswick,39.318,-77.6253,US,8930
La Plata,38.5356,-76.9695,US,9239
Takoma Park,38.981,-77.0028,US,17765
Walkersville,39.4832,-77.356,US,6054
Fruitland,38.3216,-75.6244,US,5234
Elkton,39.6066,-75.8205,US,15744
Manchester,39.6585,-76.8881,US,5330
New Carrollton,38.9663,-76.8769,US,12868
Princess Anne,38.2053,-75.6969,US,11353
Rockville,39.0834,-77.1553,US,66940
Hagerstown,39.6401,-77.7217,US,186377
Westminster,39.5799,-77.0066,US,18671
Leonardtown,38.303,-76.641,US,6093
Frederick,39.4334,-77.4154,US,152047
Havre de Grace,39.5471,-76.1135,US,13527
Bowie,38.9577,-76.7421,US,58393
Chestertown,39.2188,-76.071,US,6918
Cheverly,38.9253,-76.9139,US,6469
Mount Airy,39.3743,-77.1535,US,9374
Glenarden,38.9291,-76.8574,US,6178
Greenbelt,38.9953,-76.8885,US,23909
Aberdeen,39.5146,-76.1731,US,15612
Riverdale Park,38.9645,-76.9265,US,7304
District Heights,38.8593,-76.888,US,6017
Bladensburg,38.9423,-76.9265,US,9608
Cumberland,39.6515,-78.7585,US,49707
Bel Air,39.5347,-76.346,US,10109
Taneytown,39.6562,-77.1688,US,6629
College Park,38.9964,-76.9337,US,32275
Chesapeake Beach,38.6881,-76.5447,US,24355
Emmitsburg,39.705,-77.3217,US,6873
Westernport,39.488,-79.0429,US,5546
Gaithersburg,39.1347,-77.213,US,67776
Laurel,39.0955,-76.8629,US,25853
Baltimore,39.3051,-76.6144,US,2181206
Marlborough,42.3494,-71.5468,US,39697
Quincy,42.2516,-71.0183,US,93688
Chicopee,42.1764,-72.5719,US,55991
Waltham,42.3889,-71.2423,US,63002
Medford,42.4234,-71.1087,US,57213
Gloucester,42.626,-70.6896,US,29798
Boston,42.3189,-71.0838,US,4556916
Haverhill,42.7838,-71.0871,US,62873
Newton,42.3317,-71.2085,US,89045
Pittsfield,42.4517,-73.2605,US,56628
Everett,42.4064,-71.0544,US,46340
Salem,42.513,-70.9021,US,43132
Brockton,42.0821,-71.0242,US,95630
North Adams,42.6844,-73.1166,US,17603
Watertown,42.37,-71.1775,US,35025
Westfield,42.1382,-72.7561,US,41552
Cambridge,42.3758,-71.1184,US,110651
Somerville,42.3908,-71.1013,US,81322
Northampton,42.3266,-72.6745,US,28483
Methuen,42.734,-71.1889,US,49917
Holyoke,42.2126,-72.6411,US,40280
Newburyport,42.8124,-70.8879,US,17987
Fitchburg,42.5912,-71.8156,US,40414
Lawrence,42.7003,-71.1626,US,80209
Revere,42.4188,-71.004,US,53157
New Bedford,41.6697,-70.9428,US,149390
Beverly,42.5681,-70.8627,US,41365
Woburn,42.4868,-71.1543,US,39452
Chelsea,42.3959,-71.0325,US,39699
Worcester,42.2705,-71.8079,US,495856
Melrose,42.4556,-71.059,US,27928
Peabody,42.5335,-70.9724,US,52491
Springfield,42.1155,-72.5395,US,625300
Lowell,42.6389,-71.3217,US,110558
Leominster,42.5209,-71.7717,US,119538
Gardner,42.5845,-71.9868,US,20430
Malden,42.4305,-71.0576,US,60840
Lynn,42.4778,-70.9662,US,92697
Attleboro,41.9311,-71.295,US,44434
Fall River,41.7136,-71.1014,US,88930
Taunton,41.9036,-71.0943,US,56843
Toledo,41.6639,-83.582,US,492237
University Heights,41.4948,-81.5348,US,13126
Sheffield Lake,41.4884,-82.0978,US,9004
Blue Ash,39.2478,-84.3824,US,12228
Trotwood,39.7927,-84.3165,US,24331
Hamilton,39.3938,-84.5652,US,62127
Grove City,39.8665,-83.0703,US,39721
Northwood,41.6089,-83.4837,US,5394
Akron,41.0802,-81.5219,US,565311
Centerville,39.6339,-84.1448,US,23817
Lakewood,41.4824,-81.8008,US,50279
Wickliffe,41.6072,-81.469,US,12689
Monroe,39.4461,-84.3666,US,13473
Montgomery,39.2494,-84.3457,US,10582
Newark,40.0703,-82.4252,US,78563
Richmond Heights,41.5589,-81.5029,US,10421
Vandalia,39.879,-84.193,US,15058
Columbiana,40.8871,-80.675,US,7940
Kirtland,41.5969,-81.3406,US,6773
Oberlin,41.2857,-82.2197,US,8009
North Canton,40.8742,-81.3971,US,17365
Napoleon,41.3978,-84.1244,US,8432
Bellefontaine,40.3627,-83.763,US,13038
Cambridge,40.0221,-81.5868,US,14943
Medina,41.1358,-81.8694,US,26261
Shaker Heights,41.4744,-81.5496,US,27448
Galion,40.7392,-82.7773,US,15406
Brecksville,41.3079,-81.6193,US,13425
Trenton,39.4791,-84.462,US,12762
Lisbon,40.7752,-80.7628,US,5492
Worthington,40.0949,-83.0209,US,14528
Union,39.9102,-84.2962,US,6606
Miamisburg,39.6323,-84.2725,US,19968
Steubenville,40.3653,-80.652,US,18072
Eastlake,41.6581,-81.4323,US,18134
Powell,40.1679,-83.08,US,12810
The Village of Indian Hill,39.1917,-84.3341,US,5823
New Albany,40.0808,-82.7926,US,10360
Bedford Heights,41.4042,-81.5053,US,10555
Russells Point,40.468,-83.8939,US,6424
Ashville,39.7248,-82.9581,US,6368
Jackson,39.046,-82.6494,US,11627
Strongsville,41.3128,-81.8313,US,44631
Harrison,39.257,-84.7883,US,14411
Cleveland,41.4766,-81.6805,US,1731637
Campbell,41.0777,-80.5904,US,7923
Athens,39.3269,-82.0988,US,30077
Stow,41.1765,-81.4344,US,34711
Lyndhurst,41.5172,-81.4922,US,13605
Ashland,40.8671,-82.3163,US,20352
Cleveland Heights,41.5112,-81.5636,US,44633
Parma,41.3842,-81.7286,US,79425
Warren,41.2389,-80.8177,US,39898
Caldwell,39.7467,-81.5127,US,5352
Norton,41.0294,-81.6461,US,12011
Delphos,40.8481,-84.3369,US,7328
Westerville,40.1241,-82.9205,US,38985
Seven Hills,41.3805,-81.6737,US,11655
Norwood,39.1604,-84.4534,US,19876
Fostoria,41.1601,-83.4119,US,14517
Oakwood,39.7202,-84.1734,US,8999
Hudson,41.2399,-81.4408,US,22251
Port Clinton,41.5094,-82.9383,US,13104
Hillsboro,39.2124,-83.6113,US,6642
Circleville,39.6062,-82.9335,US,15626
Middleburg Heights,41.3695,-81.815,US,15608
Reynoldsburg,39.9588,-82.7943,US,37449
Mount Vernon,40.3854,-82.4732,US,21670
Gahanna,40.0251,-82.8638,US,34956
Wilmington,39.4387,-83.8184,US,12280
Madeira,39.1854,-84.3734,US,9049
Fairfield,39.3301,-84.5405,US,42617
Shelby,40.8845,-82.6577,US,9018
Cuyahoga Falls,41.1641,-81.5206,US,49206
Youngstown,41.0994,-80.6463,US,372039
Canal Winchester,39.8432,-82.8121,US,7905
Mayfield Heights,41.5175,-81.4534,US,18731
Twinsburg,41.3221,-81.4451,US,18877
Grandview Heights,39.9793,-83.0409,US,7628
Pickerington,39.8889,-82.768,US,20069
Lebanon,39.4248,-84.2139,US,20651
Sandusky,41.4472,-82.7009,US,47494
South Euclid,41.5239,-81.5245,US,21658
Euclid,41.5904,-81.5188,US,47360
Wyoming,39.2295,-84.4814,US,8517
Zanesville,39.9567,-82.0133,US,42097
Defiance,41.2806,-84.3663,US,18507
Avon,41.4485,-82.0187,US,22805
Saint Clairsville,40.0792,-80.8998,US,5109
Alliance,40.9107,-81.1189,US,31917
Seville,41.0209,-81.8671,US,7673
Deer Park,39.2037,-84.3975,US,5674
Mount Healthy,39.2339,-84.5474,US,6030
Painesville,41.724,-81.2536,US,19691
Wauseon,41.5534,-84.1406,US,7254
Fairlawn,41.127,-81.6212,US,7466
Norwalk,41.2443,-82.6088,US,20593
Maple Heights,41.4094,-81.5625,US,22478
Ontario,40.7709,-82.6107,US,6079
Fairborn,39.8031,-84.0141,US,33780
Sharonville,39.2824,-84.4069,US,13761
Rittman,40.9737,-81.7845,US,6593
Orrville,40.8482,-81.7747,US,8691
Kent,41.1491,-81.361,US,30071
Dover,40.5302,-81.4805,US,12843
Mentor,41.6895,-81.3361,US,46732
Conneaut,41.9277,-80.5685,US,13963
Rossford,41.5831,-83.5692,US,6570
Ashtabula,41.8805,-80.7984,US,28097
Garfield Heights,41.4199,-81.6038,US,27905
Canal Fulton,40.8903,-81.5891,US,5433
Moraine,39.6983,-84.2458,US,6353
Barberton,41.0095,-81.6038,US,26120
Forest Park,39.286,-84.5259,US,18671
Delaware,40.287,-83.0749,US,38643
Riverside,39.7836,-84.122,US,24981
Massillon,40.784,-81.5256,US,32258
East Liverpool,40.6333,-80.5677,US,30292
North Olmsted,41.415,-81.919,US,31817
Ironton,38.5319,-82.6777,US,10891
Olmsted Falls,41.3657,-81.9043,US,8890
Ravenna,41.1613,-81.2421,US,11533
Springboro,39.5612,-84.2348,US,18452
Struthers,41.051,-80.592,US,10293
Marysville,40.2276,-83.3594,US,23674
Streetsboro,41.2396,-81.3456,US,16272
Troy,40.0431,-84.2193,US,25770
London,39.8936,-83.4375,US,14626
Bay Village,41.4851,-81.9315,US,15328
Chillicothe,39.3393,-82.9937,US,32004
Kenton,40.6447,-83.6099,US,8298
Washington Court House,39.5384,-83.4276,US,15116
Bucyrus,40.8054,-82.9719,US,11940
Celina,40.5551,-84.5629,US,11176
Amherst,41.4022,-82.2303,US,12078
Wellston,39.1172,-82.5375,US,5554
Middletown,39.5032,-84.3659,US,97742
Ada,40.768,-83.8252,US,5600
Brooklyn,41.4349,-81.7498,US,10828
Englewood,39.8643,-84.3071,US,13502
Willowick,41.6343,-81.468,US,14087
Berea,41.3696,-81.8642,US,18859
Lancaster,39.7249,-82.6049,US,43726
Springfield,39.9304,-83.7961,US,83115
Pepper Pike,41.4801,-81.4619,US,6198
Macedonia,41.3147,-81.499,US,11899
Carlisle,39.5808,-84.3201,US,5329
Tipp City,39.9642,-84.1861,US,9918
North Ridgeville,41.3851,-82.0194,US,32983
Fremont,41.353,-83.1143,US,22737
Kettering,39.6956,-84.1495,US,55306
Beavercreek,39.7312,-84.0627,US,46376
Hilliard,40.0348,-83.1547,US,34905
Canton,40.8082,-81.3678,US,272768
Louisville,40.8366,-81.2646,US,9356
Willoughby,41.646,-81.4084,US,22769
Columbus,39.9859,-82.9852,US,1495146
Niles,41.1877,-80.7531,US,18458
Loveland,39.2679,-84.2731,US,12732
Greenfield,39.3536,-83.3883,US,5044
Bowling Green,41.3772,-83.65,US,32335
Logan,39.5386,-82.4063,US,8003
Canfield,41.0315,-80.7672,US,7284
Brunswick,41.2464,-81.8198,US,34756
Marietta,39.424,-81.4465,US,21735
Oxford,39.5058,-84.744,US,22344
Wapakoneta,40.5676,-84.1917,US,10628
North College Hill,39.2174,-84.5517,US,9322
Granville,40.0648,-82.5025,US,5771
Reading,39.2241,-84.4332,US,10317
Sunbury,40.2472,-82.8659,US,5216
Brook Park,41.4036,-81.8219,US,18691
Middleport,38.9948,-82.0643,US,8338
Broadview Heights,41.3195,-81.6782,US,19197
Ottawa,41.0204,-84.035,US,5205
New Bremen,40.4348,-84.3778,US,7405
Waterville,41.5017,-83.7365,US,5519
Grafton,41.2808,-82.0368,US,6223
Heath,40.0241,-82.4412,US,10625
Bedford,41.3919,-81.5358,US,12665
Upper Sandusky,40.8301,-83.2719,US,6002
Dublin,40.1112,-83.1451,US,45568
Eaton,39.7506,-84.6342,US,7922
Westlake,41.4524,-81.9295,US,32293
Marion,40.5933,-83.1237,US,45718
Huron,41.3912,-82.5626,US,6977
Upper Arlington,40.0271,-83.0703,US,34997
Oregon,41.6556,-83.4326,US,20040
Milford,39.17,-84.281,US,6906
Sidney,40.2892,-84.1666,US,21267
Clyde,41.3049,-82.9785,US,5939
New Carlisle,39.9448,-84.0256,US,5649
Salem,40.9049,-80.8491,US,18078
Uhrichsville,40.4005,-81.3515,US,5377
Cheviot,39.1578,-84.6138,US,8283
New Franklin,40.9525,-81.5839,US,14149
Piqua,40.1503,-84.2437,US,21498
Chardon,41.5803,-81.2081,US,8096
Cincinnati,39.1412,-84.506,US,1634573
Beachwood,41.4759,-81.503,US,11707
Perrysburg,41.5376,-83.6412,US,21592
Sylvania,41.71,-83.7082,US,18909
Urbana,40.1088,-83.7541,US,11334
Munroe Falls,41.1385,-81.4344,US,5052
Coshocton,40.262,-81.8482,US,11488
Findlay,41.046,-83.638,US,48701
Bryan,41.4711,-84.5489,US,9634
Franklin,39.5537,-84.295,US,11780
Hubbard,41.1593,-80.5682,US,7579
Garrettsville,41.2843,-81.0933,US,6144
Parma Heights,41.3865,-81.7637,US,20123
East Cleveland,41.5318,-81.5795,US,17220
Green,40.9483,-81.4757,US,25673
New Philadelphia,40.486,-81.4402,US,46838
Clayton,39.8689,-84.3292,US,13160
Nelsonville,39.456,-82.2219,US,6249
Pataskala,40.0109,-82.7159,US,15458
Bexley,39.965,-82.9342,US,13669
Elyria,41.3761,-82.1063,US,53715
Warrensville Heights,41.4363,-81.5222,US,13236
Lorain,41.4409,-82.184,US,179926
Martins Ferry,40.1014,-80.7252,US,6756
North Royalton,41.3138,-81.7451,US,30247
Willard,41.0519,-82.7233,US,6131
Tallmadge,41.1023,-81.4216,US,17534
Bellbrook,39.6384,-84.0865,US,7128
Wooster,40.8166,-81.9337,US,31483
Rocky River,41.4703,-81.8526,US,20264
Wadsworth,41.0287,-81.7324,US,23136
Highland Heights,41.5518,-81.4691,US,8397
Van Wert,40.8653,-84.5873,US,10630
Avon Lake,41.4945,-82.016,US,23659
Xenia,39.6827,-83.9414,US,26238
Mentor-on-the-Lake,41.7135,-81.365,US,7371
Lima,40.7409,-84.1121,US,70296
Groveport,39.8587,-82.8976,US,5552
Independence,41.378,-81.6385,US,7114
Aurora,41.3118,-81.345,US,15876
Portsmouth,38.7539,-82.9446,US,36584
Tiffin,41.1167,-83.18,US,19090
Mansfield,40.7655,-82.5276,US,73450
Springdale,39.2909,-84.476,US,11205
Germantown,39.6325,-84.3645,US,5486
Huber Heights,39.8595,-84.113,US,38019
Saint Marys,40.5475,-84.3931,US,9258
Bellevue,41.2744,-82.8396,US,8178
Maumee,41.5695,-83.6635,US,13874
Mason,39.3563,-84.3034,US,33037
Solon,41.3864,-81.4401,US,23003
Belpre,39.2815,-81.5971,US,6461
Brookville,39.8393,-84.4176,US,5895
Greenville,40.1042,-84.6209,US,12943
Fairview Park,41.4419,-81.853,US,16332
Dayton,39.7798,-84.1999,US,718772
Vermilion,41.4103,-82.3214,US,10409
Cortland,41.3318,-80.7192,US,6880
Geneva,41.8003,-80.9461,US,7415
Whitehall,39.9682,-82.8833,US,18736
Girard,41.1673,-80.6961,US,9477
Willoughby Hills,41.5873,-81.4332,US,9482
South Ogden,41.1715,-111.9568,US,17094
Harrisville,41.2854,-111.986,US,6376
North Salt Lake,40.8439,-111.9188,US,20301
Spanish Fork,40.11,-111.6407,US,38861
Orem,40.2988,-111.699,US,97499
West Valley City,40.6889,-112.0115,US,136574
Enoch,37.7665,-113.0431,US,6568
Cedar Hills,40.4135,-111.753,US,10374
Hooper,41.1598,-112.287,US,8466
Bluffdale,40.4743,-111.9383,US,11809
Bountiful,40.8722,-111.8647,US,44078
Saratoga Springs,40.3421,-111.9134,US,26887
Providence,41.703,-111.8122,US,7270
Hyrum,41.6317,-111.8439,US,8027
West Bountiful,40.8983,-111.908,US,5574
Centerville,40.9284,-111.8848,US,17286
Hurricane,37.1497,-113.3526,US,19202
West Jordan,40.6024,-112.0008,US,113699
North Ogden,41.3124,-111.9586,US,18791
Ivins,37.1742,-113.6809,US,8132
Tooele,40.5394,-112.3082,US,33178
Holladay,40.6599,-111.8226,US,30831
Riverton,40.5176,-111.9635,US,42838
Vernal,40.4517,-109.5379,US,20356
Logan,41.7403,-111.8418,US,99909
Midvale,40.6148,-111.8928,US,33035
Smithfield,41.8345,-111.8268,US,11146
American Fork,40.3815,-111.7935,US,28770
Grantsville,40.6148,-112.4777,US,7848
Salt Lake City,40.7774,-111.9301,US,1061156
Alpine,40.4621,-111.7728,US,10361
Clinton,41.1395,-112.0656,US,21672
Layton,41.0773,-111.9618,US,75655
Springville,40.1638,-111.6206,US,33044
Roosevelt,40.2932,-110.0037,US,6754
Sunset,41.1392,-112.0285,US,5234
West Haven,41.2082,-112.0538,US,12329
Farmington,40.9846,-111.9065,US,23140
Ephraim,39.3577,-111.5819,US,6664
Price,39.604,-110.8004,US,13627
Ogden,41.2281,-111.9677,US,571457
Saint George,37.0769,-113.5771,US,111090
Clearfield,41.103,-112.0237,US,30855
Highland,40.4274,-111.7956,US,18647
Washington Terrace,41.1683,-111.9783,US,9198
Kaysville,41.029,-111.9455,US,31243
Eagle Mountain,40.3137,-112.0114,US,29202
Cottonwood Heights,40.6137,-111.8144,US,34285
Washington,37.1325,-113.4894,US,25339
Moab,38.57,-109.5476,US,7149
Nibley,41.6726,-111.8455,US,6747
Taylorsville,40.657,-111.9493,US,60436
Lehi,40.414,-111.8729,US,61130
Cedar City,37.6834,-113.0957,US,35921
Brigham City,41.5034,-112.0454,US,18975
Pleasant View,41.3249,-112.001,US,9716
Santa Clara,37.1312,-113.6561,US,7065
Santaquin,39.9713,-111.7936,US,12041
Salem,40.054,-111.6722,US,7831
Park City,40.6459,-111.5038,US,14660
Mapleton,40.1191,-111.573,US,9512
Provo,40.2458,-111.6457,US,501690
Nephi,39.7072,-111.8322,US,5634
North Logan,41.7759,-111.8066,US,10590
South Salt Lake,40.7056,-111.8987,US,24630
Plain City,41.3069,-112.0878,US,6493
Draper,40.4956,-111.8607,US,47328
Syracuse,41.0871,-112.0698,US,28407
Tremonton,41.7188,-112.189,US,10896
West Point,41.1221,-112.0995,US,10548
Roy,41.1716,-112.0479,US,38201
Farr West,41.3015,-112.0318,US,6755
Fruit Heights,41.0277,-111.9081,US,6161
Richfield,38.7628,-112.0927,US,7507
Pleasant Grove,40.3714,-111.7411,US,38756
Woods Cross,40.8731,-111.917,US,11351
Lindon,40.3414,-111.7188,US,10939
Herriman,40.489,-112.0153,US,35385
Murray,40.6498,-111.8875,US,49230
South Jordan,40.5571,-111.9783,US,69034
Payson,40.0352,-111.7409,US,19810
Riverdale,41.1734,-112.0024,US,8710
South Weber,41.1334,-111.9393,US,7196
Bolivar,37.6057,-93.4174,US,10133
Pleasant Hill,38.8061,-94.2654,US,8376
Columbia,38.9475,-92.3263,US,138675
Parkville,39.2004,-94.7222,US,6514
Chesterfield,38.6588,-90.5805,US,47659
Hannibal,39.7097,-91.3936,US,18361
Republic,37.145,-93.4448,US,16116
Branson,36.6504,-93.2636,US,24603
Lebanon,37.6718,-92.6603,US,14274
Forsyth,36.6922,-93.1101,US,7315
Wentzville,38.8165,-90.8671,US,37395
Ferguson,38.749,-90.2949,US,20846
Town and Country,38.6317,-90.4791,US,11113
Grandview,38.8802,-94.5227,US,25190
Scott City,37.2242,-89.536,US,5132
Dexter,36.793,-89.9632,US,9125
Glendale,38.5935,-90.3826,US,5894
Jennings,38.723,-90.2643,US,14755
Richmond,39.2758,-93.9734,US,5103
Saint Peters,38.7825,-90.6061,US,57289
Nixa,37.0456,-93.2962,US,21201
Union,38.4401,-90.9928,US,9567
Bowling Green,39.3447,-91.2031,US,5533
Pacific,38.4807,-90.7536,US,10633
Raymore,38.8029,-94.4583,US,20839
Nevada,37.8445,-94.3492,US,8660
Sunset Hills,38.531,-90.4088,US,8497
Clayton,38.6443,-90.3301,US,16623
Eureka,38.5013,-90.6492,US,11641
Joplin,37.0766,-94.5016,US,86144
Saint Louis,38.6358,-90.2451,US,2096990
Lake Saint Louis,38.785,-90.7872,US,15777
Grain Valley,39.0166,-94.2086,US,13684
Manchester,38.5831,-90.5064,US,18146
Richmond Heights,38.6309,-90.3332,US,8389
Wildwood,38.5798,-90.6697,US,35756
Kearney,39.3548,-94.3589,US,8607
Valley Park,38.5513,-90.4923,US,6911
Savannah,39.939,-94.8279,US,5209
Sikeston,36.8875,-89.587,US,16545
Willard,37.2944,-93.4167,US,5680
Liberty,39.2393,-94.4191,US,30614
Monett,36.9219,-93.9263,US,8617
Ladue,38.6378,-90.3815,US,8583
Florissant,38.7996,-90.3269,US,51776
Clinton,38.3716,-93.7679,US,8581
Saint Robert,37.8235,-92.1514,US,5753
Bonne Terre,37.9209,-90.5425,US,7147
Bellefontaine Neighbors,38.7529,-90.2278,US,10702
De Soto,38.141,-90.5609,US,7290
Charleston,36.9179,-89.3344,US,5674
Battlefield,37.119,-93.3683,US,6050
Mexico,39.1626,-91.8711,US,11491
Excelsior Springs,39.3395,-94.2377,US,11374
Olivette,38.6725,-90.3784,US,7844
Odessa,38.9988,-93.9666,US,5096
Marshfield,37.3414,-92.9116,US,7318
Belton,38.8191,-94.5334,US,23290
Poplar Bluff,36.7632,-90.4136,US,20714
Cape Girardeau,37.3107,-89.5595,US,55253
Springfield,37.1943,-93.2916,US,287124
Boonville,38.9598,-92.7524,US,9388
Sedalia,38.7043,-93.2349,US,26302
Trenton,40.0819,-93.603,US,5532
Independence,39.0871,-94.3503,US,117030
Caruthersville,36.1814,-89.6664,US,5442
Creve Coeur,38.6621,-90.443,US,18612
Warrensburg,38.7617,-93.7284,US,22227
Gladstone,39.2134,-94.5593,US,27114
Oak Grove,39.0074,-94.1278,US,7994
Farmington,37.782,-90.4287,US,44494
Sullivan,38.2127,-91.1636,US,9171
Washington,38.5517,-91.015,US,14397
Warrenton,38.8186,-91.1358,US,9366
Pevely,38.2871,-90.3995,US,5712
Jackson,37.3794,-89.6525,US,15036
Dardenne Prairie,38.7549,-90.7308,US,13329
Perryville,37.7255,-89.876,US,8655
Saint Clair,38.3496,-90.9868,US,5962
